ident,type,name,iso_country,iata_code,icao_code
DAUE,medium_airport,El Golea Airport,DZ,ELG,DAUE
DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,DZ,GHA,DAUG
DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,DZ,HME,DAUH
DAUI,medium_airport,In Salah Airport,DZ,INZ,DAUI
DAUK,medium_airport,Touggourt Sidi Madhi Airport,DZ,TGR,DAUK
DAUL,medium_airport,Laghouat - Molay Ahmed Medeghri Airport,DZ,LOO,DAUL
DAUO,medium_airport,Guemar Airport - مطار قمار بالوادي,DZ,ELU,DAUO
DAUT,medium_airport,Timimoun Airport,DZ,TMX,DAUT
DAUU,medium_airport,Ain Beida Airport,DZ,OGX,DAUU
DAUZ,medium_airport,Zarzaitine - In Aménas Airport,DZ,IAM,DAUZ
DBBB,large_airport,Cotonou Cadjehoun International Airport,BJ,COO,DBBB
DBBC,small_airport,Bohicon/Cana Airport,BJ,,DBBC
DBBD,small_airport,Djougou Airport,BJ,DJA,DBBD
DBBK,small_airport,Kandi Airport,BJ,KDC,DBBK
DBBN,small_airport,Natitingou Airport,BJ,NAE,DBBN
DBBO,small_airport,Porga Airport,BJ,,DBBO
DBBP,small_airport,Parakou Airport,BJ,PKO,DBBP
DBBR,small_airport,Bembereke Airport,BJ,,DBBR
DBBS,small_airport,Savé Airport,BJ,SVF,DBBS
DBK,seaplane_base,Dutch Bay SPB,LK,DBK,
DBU,seaplane_base,Dambulu Oya Tank Seaplane Base,LK,DBU,
DCK,small_airport,Dahl Creek Airport,US,DCK,
DDM,small_airport,Dodoima Airport,PG,DDM,
DE-0004,small_airport,Gransee Airfield,DE,,EDUG
DE-0043,small_airport,Wilsche Glider Field,DE,,EDVQ
DE-0256,small_airport,Perleberg Glider Field,DE,,EDUP
DE-0295,small_airport,Müllheim Airfield,DE,,EDSM
DE-0298,small_airport,Deckenpfronn-Egelsee Airfield,DE,,EDSD
DE-0300,small_airport,Bohlhof Glider Field,DE,,EDTA
DE-0310,small_airport,Hütten Glider Field,DE,,EDSF
DE-0367,small_airport,Iserlohn-Sümmern Glider Field,DE,,EDKS
DEQ,small_airport,Deqing Moganshan Airport,CN,DEQ,
DEX,small_airport,Nop Goliat Dekai Airport,ID,DEX,WAVD
DFCA,small_airport,Kaya Airport,BF,XKY,DFCA
DFCB,small_airport,Barsalogho Airport,BF,,DFCB
DFCC,small_airport,Ouahigouya Airport,BF,OUG,DFCC
DFCD,small_airport,Didyr Airport,BF,,DFCD
DFCG,small_airport,Kongoussi Airport,BF,,DFCG
DFCJ,small_airport,Djibo Airport,BF,XDJ,DFCJ
DFCK,small_airport,Koudougou Airport,BF,,DFCK
DFCL,small_airport,Leo Airport,BF,XLU,DFCL
DFCP,small_airport,Po Airport,BF,PUP,DFCP
DFCR,small_airport,Poura Airport,BF,,DFCR
DFCS,small_airport,Seguenega Airport,BF,,DFCS
DFEA,small_airport,Boulsa Airport,BF,XBO,DFEA
DFEB,small_airport,Bogande Airport,BF,XBG,DFEB
DFED,small_airport,Diapaga Airport,BF,DIP,DFED
DFEE,small_airport,Dori Airport,BF,DOR,DFEE
DFEF,small_airport,Fada N'gourma Airport,BF,FNG,DFEF
DFEG,small_airport,Gorom-Gorom Airport,BF,XGG,DFEG
DFEL,small_airport,Kantchari Airport,BF,XKA,DFEL
DFEM,small_airport,Tambao Airport,BF,TMQ,DFEM
DFEP,small_airport,Pama Airport,BF,XPA,DFEP
DFER,small_airport,Arly Airport,BF,ARL,DFER
DFES,small_airport,Sebba Airport,BF,XSE,DFES
DFET,small_airport,Tenkodogo Airport,BF,TEG,DFET
DFEZ,small_airport,Zabré Airport,BF,XZA,DFEZ
DFFD,large_airport,Ouagadougou Thomas Sankara International Airport,BF,OUA,DFFD
DFOA,small_airport,Dano Airport,BF,,DFOA
DFOB,small_airport,Banfora Airport,BF,BNR,DFOB
DFOD,small_airport,Dedougou Airport,BF,DGU,DFOD
DFOG,small_airport,Gaoua Airport,BF,XGA,DFOG
DFOH,small_airport,Houndé Airport,BF,,DFOH
DFON,small_airport,Nouna Airport,BF,XNU,DFON
DFOO,large_airport,Bobo Dioulasso Airport,BF,BOY,DFOO
DFOR,small_airport,Orodara Airport,BF,,DFOR
DFOT,small_airport,Tougan Airport,BF,TUQ,DFOT
DFOU,small_airport,Diebougou Airport,BF,XDE,DFOU
DFOY,small_airport,Aribinda Airport,BF,XAR,DFOY
DGAA,large_airport,Kotoka International Airport,GH,ACC,DGAA
DGAH,medium_airport,Ho Airport,GH,,DGAH
DGLE,large_airport,Yakubu Tali International Airport,GH,TML,DGLE
DGLN,small_airport,Navrongo Airport,GH,,DGLN
DGLW,small_airport,Wa Airport,GH,WZA,DGLW
DGLY,small_airport,Yendi Airport,GH,,DGLY
DGM,seaplane_base,Dandugama Seaplane Base,LK,DGM,
DGSI,large_airport,Prempeh I International Airport,GH,KMS,DGSI
DGSN,medium_airport,Sunyani Airport,GH,NYI,DGSN
DGTK,medium_airport,Takoradi Airport,GH,TKD,DGTK
DHB,seaplane_base,Deer Harbor SPB,US,DHB,
DHG,small_airport,Dalnegorsk Airport,RU,DHG,
DHL,small_airport,Ad-Dali Airport,YE,DHL,
DIAO,small_airport,Aboisso Airport,CI,ABO,DIAO
DIAP,large_airport,Félix-Houphouët-Boigny International Airport,CI,ABJ,DIAP
DIAU,small_airport,Abengourou Airport,CI,OGO,DIAU
DIBC,small_airport,Bocanda Airport,CI,,DIBC
DIBI,small_airport,Boundiali Airport,CI,BXI,DIBI
DIBK,medium_airport,Bouaké Airport,CI,BYK,DIBK
DIBN,small_airport,Bouna Airport,CI,BQO,DIBN
DIBU,small_airport,Soko Airport,CI,BDK,DIBU
DIDB,small_airport,Dabou Airport,CI,,DIDB
DIDK,small_airport,Dimbokro Airport,CI,DIM,DIDK
DIDL,medium_airport,Daloa Airport,CI,DJO,DIDL
DIGA,small_airport,Gagnoa Airport,CI,GGN,DIGA
DIGL,small_airport,Guiglo Airport,CI,GGO,DIGL
DIGN,small_airport,Nero-Mer Airport,CI,BBV,DIGN
DIKO,medium_airport,Korhogo Airport,CI,HGO,DIKO
DIMN,medium_airport,Man Airport,CI,MJC,DIMN
DIOD,small_airport,Odienne Airport,CI,KEO,DIOD
DIOF,small_airport,Ouango Fitini Airport,CI,OFI,DIOF
DISG,small_airport,Séguéla Airport,CI,SEO,DISG
DISP,medium_airport,San Pedro Airport,CI,SPY,DISP
DISS,small_airport,Sassandra Airport,CI,ZSS,DISS
DITB,small_airport,Tabou Airport,CI,TXU,DITB
DITM,small_airport,Mahana Airport,CI,TOZ,DITM
DIW,seaplane_base,Mawella Lagoon Seaplane Base,LK,DIW,
DIYO,large_airport,Yamoussoukro International Airport,CI,ASK,DIYO
DK-0012,heliport,Aarhus University Hospital Helipad,DK,,EKAS
DLR,small_airport,Dalnerechensk Airport,RU,DLR,
DM2,heliport,Diomede Heliport,US,DIO,
DMDM,small_airport,Muhammadu Buhari International Cargo Airport,NG,,DMDM
DN55,small_airport,Eket Airport,NG,,DNEK
DN56,small_airport,Escravos Airport,NG,,DNES
DN57,medium_airport,Umaru Musa Yar'adua Airport,NG,DKA,DNKT
DNAA,large_airport,Nnamdi Azikiwe International Airport,NG,ABV,DNAA
DNAI,medium_airport,Akwa Ibom International Airport,NG,QUO,DNAI
DNAK,medium_airport,Akure Airport,NG,AKR,DNAK
DNAN,small_airport,Chinua Achebe International Airport,NG,,DNAN
DNAS,large_airport,Asaba International Airport,NG,ABB,DNAS
DNBB,small_airport,Bebi Airport,NG,,DNBB
DNBC,large_airport,Sir Abubakar Tafawa Balewa Bauchi State International Airport,NG,BCU,DNBC
DNBE,medium_airport,Benin Airport,NG,BNI,DNBE
DNBI,small_airport,Bida Airport,NG,,DNBI
DNCA,medium_airport,Margaret Ekpo International Airport,NG,CBQ,DNCA
DNDS,small_airport,Dutse International Airport,NG,,DNDS
DNEN,large_airport,Akanu Ibiam International Airport,NG,ENU,DNEN
DNFB,small_airport,Finima Bonny Airport,NG,,DNFB
DNFD,small_airport,Forçados Terminal Airport,NG,,DNFD
DNGO,medium_airport,Gombe Lawanti International Airport,NG,GMO,DNGO
DNGU,medium_airport,Gusau Airport,NG,,DNGU
DNIB,medium_airport,Ibadan Airport,NG,IBA,DNIB
DNIL,large_airport,General Tunde Idiagbon International Airport,NG,ILR,DNIL
DNIM,medium_airport,Sam Mbakwe International Cargo Airport,NG,QOW,DNIM
DNJA,small_airport,Jalingo Airport,NG,,DNJA
DNJO,medium_airport,Yakubu Gowon Airport,NG,JOS,DNJO
DNKA,large_airport,Kaduna International Airport,NG,KAD,DNKA
DNKN,large_airport,Mallam Aminu Kano International Airport,NG,KAN,DNKN
DNMA,large_airport,Maiduguri International Airport,NG,MIU,DNMA
DNMK,medium_airport,Makurdi Airport,NG,MDI,DNMK
DNMM,large_airport,Murtala Muhammed International Airport,NG,LOS,DNMM
DNMN,medium_airport,Minna Airport,NG,MXJ,DNMN
DNPO,large_airport,Port Harcourt International Airport,NG,PHC,DNPO
DNSO,large_airport,Sadiq Abubakar III International Airport,NG,SKO,DNSO
DNSU,medium_airport,Warri Airport,NG,QRW,DNSU
DNYO,medium_airport,Yola Airport,NG,YOL,DNYO
DNZA,medium_airport,Zaria Airport,NG,ZAR,DNZA
DPT,small_airport,Deputatskiy Airport,RU,DPT,
DRRA,small_airport,Tessaoua Airport,NE,,DRRA
DRRC,small_airport,Dogondoutchi Airport,NE,,DRRC
DRRD,small_airport,Dosso Airport,NE,,DRRD
DRRE,small_airport,Tera Airport,NE,,DRRE
DRRG,small_airport,Gaya Airport,NE,,DRRG
DRRM,medium_airport,Maradi Airport,NE,MFQ,DRRM
DRRN,large_airport,Diori Hamani International Airport,NE,NIM,DRRN
DRRP,small_airport,La Tapoa Airport,NE,,DRRP
DRRT,medium_airport,Tahoua Airport,NE,THZ,DRRT
DRRU,small_airport,Ouallam Airport,NE,,DRRU
DRZA,medium_airport,Mano Dayak International Airport,NE,AJY,DRZA
DRZD,small_airport,Dirkou Airport,NE,,DRZD
DRZF,small_airport,Diffa Airport,NE,,DRZF
DRZG,small_airport,Goure Airport,NE,,DRZG
DRZI,small_airport,Iferouane Airport,NE,,DRZI
DRZL,small_airport,Arlit Airport,NE,RLT,DRZL
DRZM,small_airport,Maine-Soroa Airport,NE,,DRZM
DRZR,medium_airport,Zinder Airport,NE,ZND,DRZR
DSG,small_airport,Dilasag Airport,PH,DSG,
DTKA,medium_airport,Tabarka-Aïn Draham International Airport,TN,TBJ,DTKA
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,TN,MIR,DTMB
DTNH,medium_airport,Enfidha - Hammamet International Airport,TN,NBE,DTNH
DTTA,large_airport,Tunis Carthage International Airport,TN,TUN,DTTA
DTTB,medium_airport,Bizerte Sidi Ahmed Air Base,TN,,DTTB
DTTD,medium_airport,Remada Air Base,TN,,DTTD
DTTF,medium_airport,Gafsa Ksar International Airport,TN,GAF,DTTF
DTTG,medium_airport,Gabès Matmata International Airport,TN,GAE,DTTG
DTTI,small_airport,Borj El Amri Airport,TN,,DTTI
DTTJ,large_airport,Djerba Zarzis International Airport,TN,DJE,DTTJ
DTTR,medium_airport,El Borma Airport,TN,EBM,DTTR
DTTX,large_airport,Sfax Thyna International Airport,TN,SFA,DTTX
DTTZ,medium_airport,Tozeur Nefta International Airport,TN,TOE,DTTZ
DVD,small_airport,Andavadoaka Airport,MG,DVD,
DWO,seaplane_base,Diyawanna Oya Seaplane Base,LK,DWO,
DXAK,small_airport,Akpaka Airport,TG,,DXAK
DXDP,small_airport,Djangou Airport,TG,,DXDP
DXKP,small_airport,Kolokope Airport,TG,,DXKP
DXMG,small_airport,Sansanné-Mango Airport,TG,,DXMG
DXNG,large_airport,Niamtougou International Airport,TG,LRL,DXNG
DXSK,small_airport,Sokodé Airport,TG,,DXSK
DXXX,large_airport,Lomé–Tokoin International Airport,TG,LFW,DXXX
DZ-0046,small_airport,Tin Fouye Tabankort Airport,DZ,,DAEF
EAL,small_airport,Elenak Airport,MH,EAL,
EBAM,small_airport,Amougies Airfield,BE,,EBAM
EBAR,small_airport,Arlon-Sterpenich Ultralight Airfield,BE,,EBAR
EBAS,heliport,Gravenwezel Heliport,BE,,EBAS
EBAV,small_airport,Avernas-le-Bauduin Ultralight Airfield,BE,,EBAV
EBAW,medium_airport,Antwerp International Airport (Deurne),BE,ANR,EBAW
EBBR,large_airport,Brussels Airport,BE,BRU,EBBR
EBBT,small_airport,Brasschaat Airfield,BE,,EBBT
EBCF,small_airport,Cerfontaine Airfield,BE,,EBCF
EBCI,large_airport,Brussels South Charleroi Airport,BE,CRL,EBCI
EBDT,small_airport,Schaffen Airfield,BE,,EBDT
EBGB,small_airport,Grimbergen Airfield,BE,,EBGB
EBGG,small_airport,Overboelare Airfield,BE,,EBGG
EBGT,heliport,Ghent/Industry Zone Heliport,BE,GNE,
EBHN,small_airport,Hoevenen Airfield,BE,,EBHN
EBKH,small_airport,Balen-Keiheuvel Airfield,BE,,EBKH
EBKT,medium_airport,Flanders International Airport Kortrijk-Wevelgem,BE,KJK,EBKT
EBLE,small_airport,Leopoldsburg Airfield,BE,,EBLE
EBLG,medium_airport,Liège Airport,BE,LGG,EBLG
EBMB,small_airport,Melsbroek Air Base,BE,,EBMB
EBNM,small_airport,Namur-Suarlée Airfield,BE,,EBNM
EBO,small_airport,Ebon Airport,MH,EBO,
EBOS,large_airport,Ostend-Bruges International Airport,BE,OST,EBOS
EBSG,small_airport,Saint-Ghislain Airfield,BE,,EBSG
EBSH,small_airport,Saint Hubert Airfield,BE,,EBSH
EBSP,small_airport,Spa-La Sauvenière Airfield,BE,,EBSP
EBTN,small_airport,Goetsenhoven Airfield,BE,,EBTN
EBTX,small_airport,Theux (Verviers) Airfield,BE,,EBTX
EBTY,small_airport,Maubray Airfield,BE,,EBTY
EBZH,small_airport,Kiewit Airfield Hasselt,BE,,EBZH
EBZR,small_airport,Oostmalle Airfield,BE,OBL,EBZR
EBZW,small_airport,Genk Zwartberg Airfield,BE,,EBZW
EC-0014,small_airport,Macuma Airstrip,EC,,SEAK
EC-0024,small_airport,Sharamentza Airstrip,EC,,SEAW
EC-0026,small_airport,Achuar Airstrip,EC,,SEAT
EC-0036,small_airport,Ana María Airport,EC,,SEAN
EC-0056,small_airport,Aguayo Airport,EC,,SEAA
EC-0071,heliport,Patio 400 Heliport,EC,,SEAP
EC-MZD,small_airport,Méndez Airport,EC,MZD,
EDA,seaplane_base,Edna Bay Seaplane Base,US,EDA,
EDAB,small_airport,Bautzen Airfield,DE,,EDAB
EDAC,medium_airport,Leipzig–Altenburg Airport,DE,AOC,EDAC
EDAD,small_airport,Dessau Airfield,DE,,EDAD
EDAE,small_airport,Eisenhüttenstadt Airfield,DE,,EDAE
EDAG,small_airport,Großrückerswalde Airfield,DE,,EDAG
EDAH,medium_airport,Heringsdorf Airport,DE,HDF,EDAH
EDAI,small_airport,Sonderlandeplatz Segeletz,DE,,EDAI
EDAJ,small_airport,Gera-Leumnitz Airfield,DE,,EDAJ
EDAK,small_airport,Großenhain Airfield,DE,,EDAK
EDAM,small_airport,Merseburg Airfield,DE,,EDAM
EDAN,small_airport,Neustadt-Glewe Airfield,DE,,EDAN
EDAO,small_airport,Nordhausen Airfield,DE,,EDAO
EDAP,small_airport,Cottbus-Neuhausen Airfield,DE,,EDAP
EDAQ,small_airport,Halle-Oppin Airfield,DE,,EDAQ
EDAR,small_airport,Pirna-Pratzschwitz Airfield,DE,,EDAR
EDAS,small_airport,Finsterwalde-Heinrichsruh Airfield,DE,,EDAS
EDAT,small_airport,Nardt Airfield,DE,,EDAT
EDAU,small_airport,Riesa-Göhlis Airport,DE,IES,EDAU
EDAV,small_airport,Eberswalde-Finow Airfield,DE,,EDAV
EDAW,small_airport,Roitzschjora Airfield,DE,,EDAW
EDAX,small_airport,Müritz Airpark,DE,REB,EDAX
EDAY,small_airport,Strausberg Airfield,DE,,EDAY
EDAZ,small_airport,Schönhagen Airfield,DE,,EDAZ
EDBA,small_airport,Arnstadt-Alkersleben Airfield,DE,,EDBA
EDBC,small_airport,Cochstedt Airport,DE,CSO,EDBC
EDBE,small_airport,Brandenburg-Mühlenfeld Airfield,DE,,EDBE
EDBF,small_airport,Fehrbellin Airfield,DE,,EDBF
EDBG,small_airport,Burg Airfield,DE,,EDBG
EDBH,small_airport,Stralsund-Barth Airport,DE,BBH,EDBH
EDBI,small_airport,Zwickau Airfield,DE,,EDBI
EDBJ,small_airport,Jena-Schöngleina Airfield,DE,,EDBJ
EDBK,small_airport,Kyritz Airfield,DE,,EDBK
EDBL,small_airport,Laucha Airfield,DE,,EDBL
EDBM,small_airport,Magdeburg City Airfield,DE,,EDBM
EDBN,medium_airport,Neubrandenburg Trollenhagen Airport,DE,FNB,EDBN
EDBO,small_airport,Oehna Airfield,DE,,EDBO
EDBP,small_airport,Pinnow Airfield,DE,,EDBP
EDBQ,small_airport,Bronkow Airfield,DE,,EDBQ
EDBR,medium_airport,Rothenburg/Görlitz Airfield,DE,,EDBR
EDBS,small_airport,Sömmerda-Dermsdorf Airfield,DE,,EDBS
EDBT,small_airport,Allstedt Airfield,DE,,EDBT
EDBU,small_airport,Pritzwalk-Sommersberg Airfield,DE,,EDBU
EDBV,small_airport,Stralsund Airfield,DE,,EDBV
EDBW,small_airport,Werneuchen Airfield,DE,,EDBW
EDBY,small_airport,Schmoldow Airfield,DE,,EDBY
EDBZ,small_airport,Schwarzheide/Schipkau Airfield,DE,,EDBZ
EDCA,small_airport,Anklam Otto Lilienthal Airfield,DE,,EDCA
EDCE,small_airport,Müncheberg-Eggersdorf Airfield,DE,,EDCE
EDCG,small_airport,Rügen Airport,DE,GTI,EDCG
EDCH,small_airport,Sprossen (Zeitz) Airfield,DE,,EDCH
EDCI,small_airport,Klix Airfield,DE,,EDCI
EDCJ,small_airport,Chemnitz/Jahnsdorf Airfield,DE,,EDCJ
EDCK,small_airport,Köthen Airport,DE,KOQ,EDCK
EDCL,small_airport,Klietz-Scharlibbe Airfield,DE,,EDCL
EDCM,small_airport,Kamenz Airfield,DE,,EDCM
EDCO,small_airport,Obermehler-Schlotheim Airfield,DE,,EDCO
EDCP,small_airport,Peenemünde Airport,DE,PEF,EDCP
EDDB,large_airport,Berlin Brandenburg Airport,DE,BER,EDDB
EDDC,large_airport,Dresden Airport,DE,DRS,EDDC
EDDE,large_airport,Erfurt-Weimar Airport,DE,ERF,EDDE
EDDF,large_airport,Frankfurt Main Airport,DE,FRA,EDDF
EDDG,large_airport,Münster Osnabrück Airport,DE,FMO,EDDG
EDDH,large_airport,Hamburg Helmut Schmidt Airport,DE,HAM,EDDH
EDDK,large_airport,Cologne Bonn Airport,DE,CGN,EDDK
EDDL,large_airport,Düsseldorf Airport,DE,DUS,EDDL
EDDM,large_airport,Munich Airport,DE,MUC,EDDM
EDDN,large_airport,Nuremberg Airport,DE,NUE,EDDN
EDDP,large_airport,Leipzig/Halle Airport,DE,LEJ,EDDP
EDDR,medium_airport,Saarbrücken Airport,DE,SCN,EDDR
EDDS,large_airport,Stuttgart Airport,DE,STR,EDDS
EDDV,large_airport,Hannover Airport,DE,HAJ,EDDV
EDDW,large_airport,Bremen Airport,DE,BRE,EDDW
EDEL,small_airport,Langenlonsheim Airfield,DE,,EDEL
EDEP,small_airport,Heppenheim Glider Field,DE,,EDEP
EDFA,small_airport,Anspach-Taunus Airfield,DE,,EDFA
EDFE,medium_airport,Frankfurt-Egelsbach Airport,DE,,EDFE
EDFH,large_airport,Frankfurt-Hahn Airport,DE,HHN,EDFH
EDFK,small_airport,Bad Kissingen Airfield,DE,,EDFK
EDFM,medium_airport,Mannheim-City Airport,DE,MHG,EDFM
EDFP,small_airport,Ober-Mörlen Airfield,DE,,EDFP
EDFQ,small_airport,Allendorf-Eder Airfield,DE,,EDFQ
EDFV,small_airport,Worms Airfield,DE,,EDFV
EDFZ,medium_airport,Mainz-Finthen Airfield,DE,,EDFZ
EDGE,medium_airport,Eisenach-Kindel Airport,DE,EIB,EDGE
EDGL,heliport,Ludwigshafen Accident Hospital Heliport,DE,ZOE,
EDGO,heliport,Oedheim Heliport,DE,,EDGO
EDGS,medium_airport,Siegerland Airport,DE,SGE,EDGS
EDGZ,small_airport,Weinheim/Bergstraße Airfield,DE,,EDGZ
EDHB,small_airport,Grube Airfield,DE,,EDHB
EDHE,small_airport,Uetersen-Heist Airfield,DE,,EDHE
EDHF,small_airport,Itzehoe Hungriger Wolf Airfield,DE,IZE,
EDHI,medium_airport,Hamburg-Finkenwerder Airport,DE,XFW,EDHI
EDHK,medium_airport,Kiel-Holtenau Airport,DE,KEL,EDHK
EDHL,medium_airport,Lübeck Blankensee Airport,DE,LBC,EDHL
EDHN,small_airport,Neumünster Airport,DE,EUM,EDHN
EDHO,small_airport,Ahrenlohe Airfield,DE,,EDHO
EDJA,large_airport,Memmingen Allgau Airport,DE,FMM,EDJA
EDKA,small_airport,Aachen-Merzbrück Airport,DE,AAH,EDKA
EDKV,small_airport,Dahlemer Binz Airfield,DE,,EDKV
EDLD,small_airport,Dinslaken-Schwarze Heide Airfield,DE,,EDLD
EDLE,small_airport,Essen-Mülheim Airport,DE,ESS,EDLE
EDLI,medium_airport,Bielefeld Airport,DE,BFE,EDLI
EDLN,medium_airport,Mönchengladbach Airport,DE,MGL,EDLN
EDLP,large_airport,Paderborn Lippstadt Airport,DE,PAD,EDLP
EDLS,small_airport,Stadtlohn-Vreden Airfield,DE,,EDLS
EDLU,small_airport,Oelde Bergeler Airfield,DE,,EDLU
EDLV,large_airport,Weeze (Niederrhein) Airport,DE,NRN,EDLV
EDLW,large_airport,Dortmund Airport,DE,DTM,EDLW
EDMA,medium_airport,Augsburg Airport,DE,AGB,EDMA
EDML,medium_airport,Landshut Airfield,DE,QLG,EDML
EDMN,small_airport,Mindelheim-Mattsies Airfield,DE,,EDMN
EDMO,medium_airport,Oberpfaffenhofen Airport,DE,OBF,EDMO
EDMS,small_airport,Straubing Airport,DE,RBM,EDMS
EDNY,large_airport,Bodensee Airport Friedrichshafen,DE,FDH,EDNY
EDON,small_airport,Neuhardenberg Marxwalde Airfield,DE,,EDON
EDPH,small_airport,Schwabach-Heidenberg Airfield,DE,,EDPH
EDQA,medium_airport,Bamberg-Breitenau Airfield,DE,,EDQA
EDQD,medium_airport,Bayreuth Airport,DE,BYU,EDQD
EDQE,small_airport,Burg Feuerstein Airport,DE,URD,EDQE
EDQG,small_airport,Giebelstadt Airport,DE,GHF,EDQG
EDQM,medium_airport,Hof-Plauen Airport,DE,HOQ,EDQM
EDRB,small_airport,Bitburg Airport,DE,BBJ,EDRB
EDRH,small_airport,Hoppstädten-Weiersbach Airfield,DE,,EDRH
EDRN,small_airport,Nannhausen Airfield,DE,,EDRN
EDRT,small_airport,Trier-Föhren Airfield,DE,,EDRT
EDRY,small_airport,Speyer Airfield,DE,,EDRY
EDRZ,small_airport,Zweibrücken Airport,DE,ZQW,EDRZ
EDSB,large_airport,Karlsruhe Baden-Baden Airport,DE,FKB,EDSB
EDSP,small_airport,Poltringen Airfield,DE,,EDSP
EDSX,small_airport,Völkleshofen-Lichtenberg Airfield,DE,,EDSX
EDTB,small_airport,Baden-Oos Airfield,DE,,EDTB
EDTF,small_airport,Freiburg im Breisgau Airfield,DE,,EDTF
EDTL,medium_airport,Lahr Airport,DE,LHA,EDTL
EDUO,small_airport,Oberrißdorf Airfield,DE,,EDUO
EDUS,small_airport,Finsterwalde-Schacksdorf Airfield,DE,,EDUS
EDUW,small_airport,Tutow-Betriebs Airfield,DE,,EDUW
EDUY,seaplane_base,Welzow-Sedlitzer See Seaplane Base,DE,,EDUY
EDUZ,medium_airport,Zerbst Airfield,DE,,EDUZ
EDVA,small_airport,Bad Gandersheim Airfield,DE,,EDVA
EDVC,small_airport,Celle-Arloh Airfield,DE,,EDVC
EDVE,medium_airport,Braunschweig-Wolfsburg Airport,DE,BWE,EDVE
EDVK,large_airport,Kassel Airport,DE,KSF,EDVK
EDVR,small_airport,Rinteln Airfield,DE,,EDVR
EDVY,small_airport,Porta Westfalica Airfield,DE,,EDVY
EDWE,small_airport,Emden Airport,DE,EME,EDWE
EDWG,small_airport,Wangerooge Airport,DE,AGE,EDWG
EDWI,small_airport,JadeWeser Airport,DE,WVN,EDWI
EDWJ,small_airport,Juist Airport,DE,JUI,EDWJ
EDWL,small_airport,Langeoog Airport,DE,LGO,EDWL
EDWO,small_airport,Atterheide Airfield,DE,,EDWO
EDWR,small_airport,Borkum Airport,DE,BMK,EDWR
EDWS,small_airport,Norden-Norddeich Airport,DE,NOD,EDWS
EDWU,small_airport,Varrelbusch Airfield,DE,VAC,EDWU
EDWY,small_airport,Norderney Airport,DE,NRD,EDWY
EDWZ,small_airport,Baltrum Airport,DE,BMR,EDWZ
EDXA,small_airport,Flugplatz Achmer,DE,,EDXA
EDXB,small_airport,Heide-Büsum Airport,DE,HEI,EDXB
EDXF,small_airport,Flensburg-Schäferhaus Airport,DE,FLF,EDXF
EDXH,small_airport,Helgoland-Düne Airport,DE,HGL,EDXH
EDXJ,small_airport,Husum-Schwesing Airport,DE,QHU,EDXJ
EDXK,small_airport,Leck Airfield,DE,,EDXK
EDXO,small_airport,Sankt Peter-Ording Airport,DE,PSH,EDXO
EDXP,small_airport,Harlesiel Airfield,DE,,EDXP
EDXQ,small_airport,Rotenburg (Wümme) Airfield,DE,,EDXQ
EDXR,small_airport,Rendsburg-Schachtholm Airfield,DE,,EDXR
EDXS,small_airport,Seedorf Airfield,DE,,EDXS
EDXT,small_airport,Sierksdorf/Hof Altona Airfield,DE,,EDXT
EDXU,small_airport,Hüttenbusch Airfield,DE,,EDXU
EDXW,medium_airport,Westerland Sylt Airport,DE,GWT,EDXW
EDXY,small_airport,Wyk auf Föhr Airport,DE,OHR,EDXY
EDXZ,small_airport,Kührstedt-Bederkesa Airfield,DE,,EDXZ
EE-9281,small_airport,Rakvere Airfield,EE,,EERE
EEAA,small_airport,Antsla Airfield,EE,,EEAA
EECL,heliport,Tallinn Linnahall Heliport,EE,CHE,EECL
EEEI,medium_airport,Ämari Air Base,EE,,EEEI
EEHA,small_airport,Humala Airfield,EE,,EEHA
EEJI,small_airport,Jõhvi Airfield,EE,,EEJI
EEKA,medium_airport,Kärdla Airport,EE,KDL,EEKA
EEKE,medium_airport,Kuressaare Airport,EE,URE,EEKE
EEKI,small_airport,Karksi Airfield,EE,,EEKI
EEKU,small_airport,Kihnu Airfield,EE,,EEKU
EELM,small_airport,Lange Airfield (Lennundusmuuseum),EE,,EELM
EELU,small_airport,Lyckholm Airstrip,EE,,EELU
EENA,small_airport,Narva Airfield,EE,,EENA
EEPU,medium_airport,Pärnu Airport,EE,EPU,EEPU
EERA,small_airport,Rapla Airfield,EE,,EERA
EERD,small_airport,Riidaja Airfield,EE,,EERD
EERI,small_airport,Ridali Airfield,EE,,EERI
EERU,small_airport,Ruhnu Airfield,EE,,EERU
EES,large_airport,Berenice International Airport / Banas Cape Air Base,EG,EES,HEBR
EESE,heliport,Salme Heliport,EE,,EESE
EETN,large_airport,Lennart Meri Tallinn Airport,EE,TLL,EETN
EETU,medium_airport,Tartu Airport,EE,TAY,EETU
EEVI,small_airport,Viljandi Airfield,EE,,EEVI
EEVO,small_airport,Vormsi Airfield,EE,,EEVO
EEVP,heliport,Vihterpalu Manor Heliport,EE,,EEVP
EEVU,small_airport,Varstu Airfield,EE,,EEVU
EFET,medium_airport,Enontekio Airport,FI,ENF,EFET
EFHA,medium_airport,Halli Airport,FI,KEV,EFHA
EFHE,heliport,Hernesaari Heliport,FI,HEN,
EFHK,large_airport,Helsinki Vantaa Airport,FI,HEL,EFHK
